Cell_ID,Strain,Phenotype
4297812,TSA149,multilobed
4297858,TSA200,multilobed
4297859,TSA200,multilobed
4297875,TSA200,multilobed
9449491,DMA3715,V-ATPase complex assembly defect
9449492,DMA3715,V-ATPase complex assembly defect
9449493,DMA3715,V-ATPase complex assembly defect
9449494,DMA3715,V-ATPase complex assembly defect
9449495,DMA3715,V-ATPase complex assembly defect
9449496,DMA3715,V-ATPase complex assembly defect
9449497,DMA3715,V-ATPase complex assembly defect
9449498,DMA3715,V-ATPase complex assembly defect
9449499,DMA3715,V-ATPase complex assembly defect
9449500,DMA3715,V-ATPase complex assembly defect
9449501,DMA3715,V-ATPase complex assembly defect
9449502,DMA3715,V-ATPase complex assembly defect
9449503,DMA3715,V-ATPase complex assembly defect
9449506,DMA3715,V-ATPase complex assembly defect
9449507,DMA3715,V-ATPase complex assembly defect
9449508,DMA3715,V-ATPase complex assembly defect
9449509,DMA3715,V-ATPase complex assembly defect
9449512,DMA3715,V-ATPase complex assembly defect
9449514,DMA3715,V-ATPase complex assembly defect
9449516,DMA3715,V-ATPase complex assembly defect
9449517,DMA3715,V-ATPase complex assembly defect
9449518,DMA3715,V-ATPase complex assembly defect
9449519,DMA3715,V-ATPase complex assembly defect
9449520,DMA3715,V-ATPase complex assembly defect
9449521,DMA3715,V-ATPase complex assembly defect
9449524,DMA3715,V-ATPase complex assembly defect
9449525,DMA3715,V-ATPase complex assembly defect
9449526,DMA3715,V-ATPase complex assembly defect
9449527,DMA3715,V-ATPase complex assembly defect
9449528,DMA3715,V-ATPase complex assembly defect
9449531,DMA3715,V-ATPase complex assembly defect
9449533,DMA3715,V-ATPase complex assembly defect
9449534,DMA3715,V-ATPase complex assembly defect
9449535,DMA3715,V-ATPase complex assembly defect
9449536,DMA3715,V-ATPase complex assembly defect
9449538,DMA3715,V-ATPase complex assembly defect
9449539,DMA3715,V-ATPase complex assembly defect
9449540,DMA3715,V-ATPase complex assembly defect
9449541,DMA3715,V-ATPase complex assembly defect
9449542,DMA3715,V-ATPase complex assembly defect
9449543,DMA3715,V-ATPase complex assembly defect
9449544,DMA3715,V-ATPase complex assembly defect
9449545,DMA3715,V-ATPase complex assembly defect
9449546,DMA3715,V-ATPase complex assembly defect
9449551,DMA3715,V-ATPase complex assembly defect
9449554,DMA3715,V-ATPase complex assembly defect
9449555,DMA3715,V-ATPase complex assembly defect
9449558,DMA3715,V-ATPase complex assembly defect
9449559,DMA3715,V-ATPase complex assembly defect
9449560,DMA3715,V-ATPase complex assembly defect
9449561,DMA3715,V-ATPase complex assembly defect
9449566,DMA3715,V-ATPase complex assembly defect
9449567,DMA3715,V-ATPase complex assembly defect
9449569,DMA3715,V-ATPase complex assembly defect
9449571,DMA3715,V-ATPase complex assembly defect
9449572,DMA3715,V-ATPase complex assembly defect
9449573,DMA3715,V-ATPase complex assembly defect
9449574,DMA3715,V-ATPase complex assembly defect
9449575,DMA3715,V-ATPase complex assembly defect
9449576,DMA3715,V-ATPase complex assembly defect
9449577,DMA3715,V-ATPase complex assembly defect
9449579,DMA3715,V-ATPase complex assembly defect
9449580,DMA3715,V-ATPase complex assembly defect
9452257,DMA4182,enlarged
9452258,DMA4182,enlarged
9452259,DMA4182,enlarged
9452260,DMA4182,enlarged
9452262,DMA4182,enlarged
9452265,DMA4182,enlarged
9452266,DMA4182,enlarged
9452269,DMA4182,enlarged
9452272,DMA4182,enlarged
9452276,DMA4182,enlarged
9452282,DMA4182,enlarged
9452287,DMA4182,enlarged
9452290,DMA4182,enlarged
9452300,DMA4182,enlarged
9452303,DMA4182,enlarged
9452309,DMA4182,enlarged
9452310,DMA4182,enlarged
9452311,DMA4182,enlarged
9452312,DMA4182,enlarged
9452317,DMA4182,enlarged
9452403,DMA1674,highly fragmented
9452405,DMA1674,highly fragmented
9452409,DMA1674,highly fragmented
9452411,DMA1674,highly fragmented
9452414,DMA1674,highly fragmented
9452415,DMA1674,highly fragmented
9452421,DMA1674,highly fragmented
9452422,DMA1674,highly fragmented
9452424,DMA1674,highly fragmented
9452425,DMA1674,highly fragmented
9452428,DMA1674,highly fragmented
9452430,DMA1674,highly fragmented
9452431,DMA1674,highly fragmented
9452436,DMA1674,highly fragmented
9452438,DMA1674,highly fragmented
9452441,DMA1674,highly fragmented
9452442,DMA1674,highly fragmented
9452446,DMA1674,highly fragmented
9452450,DMA1674,highly fragmented
9452451,DMA1674,highly fragmented
9452453,DMA1674,highly fragmented
9452454,DMA1674,highly fragmented
9452456,DMA1674,highly fragmented
9452793,DMA3511,highly fragmented
9452797,DMA3511,highly fragmented
9452813,DMA3511,highly fragmented
9452818,DMA3511,highly fragmented
9452819,DMA3511,highly fragmented
9452822,DMA3511,highly fragmented
9452825,DMA3511,highly fragmented
9452826,DMA3511,highly fragmented
9454849,DMA1,negative
9458646,DMA4477,highly fragmented
9458653,DMA4477,highly fragmented
9458654,DMA4477,highly fragmented
9458658,DMA4477,highly fragmented
9458659,DMA4477,highly fragmented
9473519,DMA1,negative
9473716,DMA1,negative
9474087,DMA1,negative
9476023,DMA1,negative
9478906,DMA1,negative
9479258,DMA1,negative
9479711,DMA1,negative
9479816,DMA1,negative
9482688,DMA1,negative
9482762,DMA1,negative
9483016,DMA3386,class E
9483022,DMA3386,class E
9483034,DMA3386,class E
9483041,DMA3386,class E
9483049,DMA3386,class E
9483068,DMA3386,class E
9483071,DMA3386,class E
9483077,DMA3386,class E
9483084,DMA3386,class E
9501648,DMA883,highly fragmented
9501651,DMA883,highly fragmented
9501652,DMA883,highly fragmented
9501664,DMA883,highly fragmented
9501678,DMA883,highly fragmented
9501685,DMA883,highly fragmented
9501690,DMA883,highly fragmented
9512612,DMA1,negative
9514040,DMA1,negative
9514259,DMA1,negative
9514778,DMA1,negative
9515568,DMA1,negative
9515773,DMA1,negative
9516518,DMA1,negative
9519593,DMA1262,multilobed
9519615,DMA1262,multilobed
9519640,DMA1262,multilobed
9521623,DMA1,negative
9528733,DMA1,negative
9528862,DMA1,negative
9530271,DMA3198,multilobed
9530273,DMA3198,multilobed
9530330,DMA3198,multilobed
9530934,DMA4850,class E
9530938,DMA4850,class E
9530941,DMA4850,class E
9530955,DMA4850,class E
9530971,DMA4850,class E
9530989,DMA4850,class E
9530991,DMA4850,class E
9532283,DMA1,negative
9533091,DMA1,negative
9533151,DMA1,negative
9533750,DMA1,negative
9534176,DMA1,negative
9548186,DMA1,negative
9549622,DMA1262,multilobed
9549624,DMA1262,multilobed
9549628,DMA1262,multilobed
9549637,DMA1262,multilobed
9549644,DMA1262,multilobed
9549654,DMA1262,multilobed
9549662,DMA1262,multilobed
9549663,DMA1262,multilobed
9549676,DMA1262,multilobed
9549725,DMA1262,multilobed
9551430,DMA1732,highly fragmented
9551434,DMA1732,highly fragmented
9551435,DMA1732,highly fragmented
9551440,DMA1732,highly fragmented
9551442,DMA1732,highly fragmented
9551450,DMA1732,highly fragmented
9551454,DMA1732,highly fragmented
9551858,DMA3984,enlarged
9551862,DMA3984,enlarged
9551863,DMA3984,enlarged
9551867,DMA3984,enlarged
9551872,DMA3984,enlarged
9551883,DMA3984,enlarged
9551887,DMA3984,enlarged
9551890,DMA3984,enlarged
9551933,DMA3984,enlarged
9551939,DMA3984,enlarged
9551942,DMA3984,enlarged
9551944,DMA3984,enlarged
9551945,DMA3984,enlarged
9551948,DMA3984,enlarged
9551949,DMA3984,enlarged
9551951,DMA3984,enlarged
9551953,DMA3984,enlarged
9551958,DMA3984,enlarged
9551960,DMA3984,enlarged
9551962,DMA3984,enlarged
9551966,DMA3984,enlarged
9553205,DMA3304,highly fragmented
9553242,DMA3304,highly fragmented
9553244,DMA3304,highly fragmented
9553245,DMA3304,highly fragmented
9553247,DMA3304,multilobed
9553251,DMA3304,multilobed
9553277,DMA3304,multilobed
9553302,DMA3304,highly fragmented
9553492,DMA4559,highly fragmented
9553493,DMA4559,highly fragmented
9553498,DMA4559,highly fragmented
9553500,DMA4559,highly fragmented
9553505,DMA4559,highly fragmented
9553509,DMA4559,highly fragmented
9553510,DMA4559,highly fragmented
9553511,DMA4559,highly fragmented
9553552,DMA4559,highly fragmented
9553555,DMA4559,highly fragmented
9553561,DMA4559,highly fragmented
9553569,DMA4559,highly fragmented
9553570,DMA4559,highly fragmented
9553571,DMA4559,highly fragmented
9553572,DMA4559,highly fragmented
9553575,DMA4559,highly fragmented
9553577,DMA4559,highly fragmented
9553579,DMA4559,highly fragmented
9553580,DMA4559,highly fragmented
9553583,DMA4559,highly fragmented
9553584,DMA4559,highly fragmented
9553591,DMA4559,highly fragmented
9553599,DMA4559,highly fragmented
9553603,DMA4559,highly fragmented
9553608,DMA4559,highly fragmented
9553614,DMA4559,highly fragmented
9553630,DMA4559,highly fragmented
9553632,DMA4559,highly fragmented
9553634,DMA4559,highly fragmented
9553640,DMA4559,highly fragmented
9553642,DMA4559,highly fragmented
9553646,DMA4559,highly fragmented
9553647,DMA4559,highly fragmented
9553652,DMA4559,highly fragmented
9553667,DMA4559,highly fragmented
9553671,DMA4559,highly fragmented
9554482,DMA1,negative
9555645,DMA3411,enlarged
9555646,DMA3411,enlarged
9555648,DMA3411,enlarged
9555649,DMA3411,enlarged
9555651,DMA3411,enlarged
9555652,DMA3411,enlarged
9555653,DMA3411,enlarged
9555655,DMA3411,enlarged
9555658,DMA3411,enlarged
9555659,DMA3411,enlarged
9555660,DMA3411,enlarged
9555661,DMA3411,enlarged
9555664,DMA3411,enlarged
9555666,DMA3411,enlarged
9555667,DMA3411,enlarged
9555670,DMA3411,enlarged
9555674,DMA3411,enlarged
9555675,DMA3411,enlarged
9555677,DMA3411,enlarged
9555682,DMA3411,enlarged
9555684,DMA3411,enlarged
9555688,DMA3411,enlarged
9555689,DMA3411,enlarged
9555690,DMA3411,enlarged
9555692,DMA3411,enlarged
9555693,DMA3411,enlarged
9555694,DMA3411,enlarged
9555695,DMA3411,enlarged
9555698,DMA3411,enlarged
9555699,DMA3411,enlarged
9555701,DMA3411,enlarged
9555704,DMA3411,enlarged
9555709,DMA3411,enlarged
9555710,DMA3411,enlarged
9555712,DMA3411,enlarged
9561787,DMA1,negative
9561983,DMA1,negative
9562666,DMA1,negative
9569697,DMA1867,V-ATPase complex assembly defect
9569698,DMA1867,V-ATPase complex assembly defect
9569699,DMA1867,V-ATPase complex assembly defect
9569706,DMA1867,V-ATPase complex assembly defect
9569707,DMA1867,V-ATPase complex assembly defect
9569714,DMA1867,V-ATPase complex assembly defect
9569715,DMA1867,V-ATPase complex assembly defect
9569716,DMA1867,V-ATPase complex assembly defect
9569717,DMA1867,V-ATPase complex assembly defect
9569719,DMA1867,V-ATPase complex assembly defect
9569720,DMA1867,V-ATPase complex assembly defect
9578729,DMA1,negative
9579481,DMA1,negative
9580017,DMA1,negative
9580174,DMA1,negative
9580224,DMA1,negative
9581092,DMA1,negative
9582249,DMA1,negative
9582469,DMA1,negative
9582876,DMA1,negative
9584630,DMA520,multilobed
9584641,DMA520,multilobed
9584650,DMA520,multilobed
9584660,DMA520,multilobed
9584669,DMA520,multilobed
9584683,DMA520,multilobed
9584685,DMA520,multilobed
9584739,DMA1,negative
9584848,DMA1,negative
9585743,DMA3215,class E
9585750,DMA3215,class E
9585751,DMA3215,class E
9585752,DMA3215,class E
9585753,DMA3215,multilobed
9585763,DMA3215,multilobed
9585764,DMA3215,multilobed
9585769,DMA3215,class E
9585781,DMA3215,class E
9585790,DMA3215,class E
9585797,DMA3215,multilobed
9585806,DMA3215,class E
9585809,DMA3215,multilobed
9586622,DMA883,highly fragmented
9586626,DMA883,highly fragmented
9586639,DMA883,highly fragmented
9586642,DMA883,highly fragmented
9586645,DMA883,highly fragmented
9586647,DMA883,highly fragmented
9586652,DMA883,highly fragmented
9586654,DMA883,highly fragmented
9586655,DMA883,highly fragmented
9586656,DMA883,highly fragmented
9586665,DMA883,highly fragmented
9586671,DMA883,highly fragmented
9586677,DMA883,highly fragmented
9586680,DMA883,highly fragmented
9586681,DMA883,highly fragmented
9586683,DMA883,highly fragmented
9586684,DMA883,highly fragmented
9586706,DMA883,highly fragmented
9586708,DMA883,highly fragmented
9586714,DMA883,highly fragmented
9586721,DMA883,highly fragmented
9586722,DMA883,highly fragmented
9587582,DMA1,negative
9589657,DMA1,negative
9593929,DMA1,negative
9595755,DMA1,negative
9597107,DMA1,negative
9597949,DMA1,negative
9598378,DMA1,negative
9598634,DMA1,negative
9599170,DMA1,multilobed
9600100,DMA883,highly fragmented
9600102,DMA883,highly fragmented
9600103,DMA883,highly fragmented
9600105,DMA883,highly fragmented
9600109,DMA883,highly fragmented
9600111,DMA883,highly fragmented
9600116,DMA883,highly fragmented
9600118,DMA883,highly fragmented
9600120,DMA883,highly fragmented
9600124,DMA883,highly fragmented
9600125,DMA883,highly fragmented
9600128,DMA883,highly fragmented
9600130,DMA883,highly fragmented
9600131,DMA883,highly fragmented
9600132,DMA883,highly fragmented
9602372,DMA4274,enlarged
9606953,DMA1,negative
9613749,DMA1,negative
9617034,DMA1,negative
